int	int	int	int	int	int	int
64	100	16924	22000	22000	22000	22000
65	100	18936	24616	32000	32000	32000
66	100	18936	24616	32000	32000	32000
67	100	18936	24616	32000	32000	32000
68	100	18936	24616	32000	32000	32000
69	100	18936	24616	32000	32000	32000
70	100	18936	24616	32000	32000	32000
71	100	18936	24616	32000	32000	32000
72	100	18936	24616	32000	32000	32000
73	100	18936	24616	32000	32000	32000
74	100	29824	38770	50400	50400	50400
75	100	29824	38770	50400	50400	50400
76	100	29824	38770	50400	50400	50400
77	100	29824	38770	50400	50400	50400
78	100	29824	38770	50400	50400	50400
79	100	29824	38770	50400	50400	50400
80	100	29824	38770	50400	50400	50400
81	100	29824	38770	50400	50400	50400
82	100	29824	38770	50400	50400	50400
83	100	32773	42604	55385	72000	72000
84	100	32773	42604	55385	72000	72000
85	100	32773	42604	55385	72000	72000
86	100	32773	42604	55385	72000	72000
87	100	32773	42604	55385	72000	72000
88	100	32773	42604	55385	72000	72000
89	100	32773	42604	55385	72000	72000
90	100	32773	42604	55385	72000	72000
91	100	32773	42604	55385	72000	72000
92	100	43697	56806	73847	96000	96000
93	100	43697	56806	73847	96000	96000
94	100	43697	56806	73847	96000	96000
95	100	43697	56806	73847	96000	96000
96	100	43697	56806	73847	96000	96000
97	100	43697	56806	73847	96000	96000
98	100	43697	56806	73847	96000	96000
99	100	43697	56806	73847	96000	96000
100	100	43697	56806	73847	96000	96000
101	100	56265	67517	81020	97223	116667
102	100	56265	67517	81020	97223	116667
103	100	56265	67517	81020	97223	116667
104	100	56265	67517	81020	97223	116667
105	100	56265	67517	81020	97223	116667
106	100	56265	67517	81020	97223	116667
107	100	56265	67517	81020	97223	116667
108	100	56265	67517	81020	97223	116667
109	100	56265	67517	81020	97223	116667
110	100	56265	67517	81020	97223	116667
111	100	56265	67517	81020	97223	116667
112	100	56265	67517	81020	97223	116667
113	100	56265	67517	81020	97223	116667
114	100	56265	67517	81020	97223	116667
115	100	56265	67517	81020	97223	116667
116	100	56265	67517	81020	97223	116667
117	100	56265	67517	81020	97223	116667
118	100	56265	67517	81020	97223	116667
119	100	56265	67517	81020	97223	116667
120	100	56265	67517	81020	97223	116667
121	100	56265	67517	81020	97223	116667
122	100	56265	67517	81020	97223	116667
123	100	56265	67517	81020	97223	116667
124	100	56265	67517	81020	97223	116667
125	100	56265	67517	81020	97223	116667
126	100	56265	67517	81020	97223	116667
127	100	56265	67517	81020	97223	116667
128	100	56265	67517	81020	97223	116667
129	100	56265	67517	81020	97223	116667
130	100	56265	67517	81020	97223	116667
131	100	56265	67517	81020	97223	116667
132	100	56265	67517	81020	97223	116667
133	100	56265	67517	81020	97223	116667
134	100	56265	67517	81020	97223	116667
135	100	56265	67517	81020	97223	116667
136	100	112814	135376	162451	194941	233929
137	100	112814	135376	162451	194941	233929
138	100	112814	135376	162451	194941	233929
139	100	112814	135376	162451	194941	233929
140	100	112814	135376	162451	194941	233929
141	100	112814	135376	162451	194941	233929
142	100	112814	135376	162451	194941	233929
143	100	112814	135376	162451	194941	233929
144	100	112814	135376	162451	194941	233929
145	100	112814	135376	162451	194941	233929
146	100	112814	135376	162451	194941	233929
147	100	112814	135376	162451	194941	233929
148	100	112814	135376	162451	194941	233929
149	100	112814	135376	162451	194941	233929
150	100	112814	135376	162451	194941	233929
151	100	112814	135376	162451	194941	233929
152	100	112814	135376	162451	194941	233929
153	100	112814	135376	162451	194941	233929
154	100	112814	135376	162451	194941	233929
155	100	112814	135376	162451	194941	233929
156	100	112814	135376	162451	194941	233929
157	100	112814	135376	162451	194941	233929
158	100	112814	135376	162451	194941	233929
159	100	176713	212055	254465	305358	366429
160	100	176713	212055	254465	305358	366429
161	100	176713	212055	254465	305358	366429
162	100	176713	212055	254465	305358	366429
163	100	176713	212055	254465	305358	366429
164	100	176713	212055	254465	305358	366429
165	100	176713	212055	254465	305358	366429
166	100	176713	212055	254465	305358	366429
167	100	176713	212055	254465	305358	366429
168	100	176713	212055	254465	305358	366429
169	100	176713	212055	254465	305358	366429
170	100	176713	212055	254465	305358	366429
171	100	176713	212055	254465	305358	366429
172	100	176713	212055	254465	305358	366429
173	100	176713	212055	254465	305358	366429
174	100	176713	212055	254465	305358	366429
175	100	176713	212055	254465	305358	366429
176	100	176713	212055	254465	305358	366429
177	100	176713	212055	254465	305358	366429
178	100	176713	212055	254465	305358	366429
179	100	176713	212055	254465	305358	366429
180	100	206681	248017	297620	357144	428572
181	100	206681	248017	297620	357144	428572
182	100	206681	248017	297620	357144	428572
183	100	206681	248017	297620	357144	428572
184	100	206681	248017	297620	357144	428572
185	100	206681	248017	297620	357144	428572
186	100	206681	248017	297620	357144	428572
187	100	206681	248017	297620	357144	428572
188	100	206681	248017	297620	357144	428572
189	100	206681	248017	297620	357144	428572
190	100	206681	248017	297620	357144	428572
191	100	206681	248017	297620	357144	428572
192	100	206681	248017	297620	357144	428572
193	100	206681	248017	297620	357144	428572
194	100	206681	248017	297620	357144	428572
195	100	206681	248017	297620	357144	428572
196	100	206681	248017	297620	357144	428572
197	100	206681	248017	297620	357144	428572
198	100	206681	248017	297620	357144	428572
199	100	206681	248017	297620	357144	428572
200	100	206681	248017	297620	357144	428572
201	100	230035	276042	331250	397500	477000
202	100	230035	276042	331250	397500	477000
203	100	230035	276042	331250	397500	477000
204	100	230035	276042	331250	397500	477000
205	100	230035	276042	331250	397500	477000
206	100	230035	276042	331250	397500	477000
207	100	230035	276042	331250	397500	477000
208	100	230035	276042	331250	397500	477000
209	100	230035	276042	331250	397500	477000
210	100	230035	276042	331250	397500	477000
211	100	230035	276042	331250	397500	477000
212	100	230035	276042	331250	397500	477000
213	100	230035	276042	331250	397500	477000
214	100	230035	276042	331250	397500	477000
215	100	230035	276042	331250	397500	477000
216	100	230035	276042	331250	397500	477000
217	100	230035	276042	331250	397500	477000
218	100	230035	276042	331250	397500	477000
219	100	230035	276042	331250	397500	477000
220	100	230035	276042	331250	397500	477000
221	100	230035	276042	331250	397500	477000
222	100	240267	288320	345984	415180	498215
223	100	240267	288320	345984	415180	498215
224	100	240267	288320	345984	415180	498215
225	100	240267	288320	345984	415180	498215
226	100	240267	288320	345984	415180	498215
227	100	240267	288320	345984	415180	498215
228	100	240267	288320	345984	415180	498215
229	100	240267	288320	345984	415180	498215
230	100	240267	288320	345984	415180	498215
231	100	240267	288320	345984	415180	498215
232	100	240267	288320	345984	415180	498215
233	100	240267	288320	345984	415180	498215
234	100	240267	288320	345984	415180	498215
235	100	240267	288320	345984	415180	498215
236	100	240267	288320	345984	415180	498215
237	100	240267	288320	345984	415180	498215
238	100	240267	288320	345984	415180	498215
239	100	240267	288320	345984	415180	498215
240	100	240267	288320	345984	415180	498215
241	100	240267	288320	345984	415180	498215
242	100	240267	288320	345984	415180	498215
243	100	262190	314627	377552	453062	543674
244	100	262190	314627	377552	453062	543674
245	100	262190	314627	377552	453062	543674
246	100	262190	314627	377552	453062	543674
247	100	262190	314627	377552	453062	543674
248	100	262190	314627	377552	453062	543674
249	100	262190	314627	377552	453062	543674
250	100	262190	314627	377552	453062	543674
251	100	262190	314627	377552	453062	543674
252	100	262190	314627	377552	453062	543674
253	100	262190	314627	377552	453062	543674
254	100	262190	314627	377552	453062	543674
255	100	262190	314627	377552	453062	543674
256	100	262190	314627	377552	453062	543674
257	100	262190	314627	377552	453062	543674
258	100	262190	314627	377552	453062	543674
259	100	272820	327383	392859	471430	565715
260	100	272820	327383	392859	471430	565715
261	100	272820	327383	392859	471430	565715
262	100	272820	327383	392859	471430	565715
263	100	272820	327383	392859	471430	565715
264	100	272820	327383	392859	471430	565715
265	100	272820	327383	392859	471430	565715
266	100	272820	327383	392859	471430	565715
267	100	272820	327383	392859	471430	565715
268	100	272820	327383	392859	471430	565715
269	100	272820	327383	392859	471430	565715
270	100	272820	327383	392859	471430	565715
271	100	272820	327383	392859	471430	565715
272	100	272820	327383	392859	471430	565715
273	100	284530	341436	409723	491667	590000
274	100	284530	341436	409723	491667	590000
275	100	284530	341436	409723	491667	590000
276	100	284530	341436	409723	491667	590000
277	100	284530	341436	409723	491667	590000
278	100	284530	341436	409723	491667	590000
279	100	284530	341436	409723	491667	590000
280	100	284530	341436	409723	491667	590000
281	100	284530	341436	409723	491667	590000
282	100	284530	341436	409723	491667	590000
283	100	284530	341436	409723	491667	590000
284	100	284530	341436	409723	491667	590000
285	100	284530	341436	409723	491667	590000
286	100	284530	341436	409723	491667	590000
287	100	297620	357144	428572	514286	617143
288	100	297620	357144	428572	514286	617143
289	100	297620	357144	428572	514286	617143
290	100	297620	357144	428572	514286	617143
291	100	297620	357144	428572	514286	617143
292	100	297620	357144	428572	514286	617143
293	100	297620	357144	428572	514286	617143
294	100	310021	372025	446430	535715	642858
295	100	310021	372025	446430	535715	642858
296	100	310021	372025	446430	535715	642858
297	100	310021	372025	446430	535715	642858
298	100	310021	372025	446430	535715	642858
299	100	310021	372025	446430	535715	642858
300	100	310021	372025	446430	535715	642858
